PERIODOS,NUM_MATERIAS,NUM_CREDITOS_MATRICULADOS,NUM_CREDITOS_APROBADOS,NUM_MATERIAS_APROBADAS,NUM_MATERIAS_PERDIDAS,NUM_R1,NUM_R2,NUM_R3,NUM_R3_BALANCEO,EFICIENCIA,PROMEDIO,GENERO_FEMENINO,GENERO_MASCULINO,GENERO_NO BINARIO,GENERO_NO REPORTA,ESTRATO_1,ESTRATO_2,ESTRATO_3,ESTRATO_4,ESTRATO_5,ESTRATO_6,ETIQUETA
2,9,33,21,6,3,2,0,0,0.0,0.4969879518072289,3.115000000000002,0,1,0,0,1,0,0,0,0,0,0
18,62,211,167,50,12,8,3,0,0.0,0.5340524870261463,3.4634444444444443,0,1,0,0,1,0,0,0,0,0,0
12,53,170,132,43,9,8,0,0,0.0,0.5284509249117683,3.691666666666667,0,1,0,0,1,0,0,0,0,0,0
1,4,14,0,0,4,0,0,0,0.0,0.0,1.5000000000000036,1,0,0,0,0,1,0,0,0,0,1
3,10,33,17,6,4,2,0,0,0.0,0.4049531459170012,2.4723333333333333,0,1,0,0,1,0,0,0,0,0,1
1,4,14,6,2,2,0,0,0,0.0,0.36144578313253,2.925,1,0,0,0,1,0,0,0,0,0,1
2,9,33,6,2,7,2,0,0,0.0,0.2710843373493975,1.645,1,0,0,0,1,0,0,0,0,0,1
1,4,14,0,0,4,0,0,0,0.0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,1
3,12,41,13,5,7,3,2,0,0.0,0.2978580990629182,2.289,0,1,0,0,0,0,0,0,0,1,1
1,4,14,0,0,4,0,0,0,0.0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,1
5,21,74,40,12,9,4,1,0,0.0,0.5803212851405621,3.016,0,1,0,0,1,0,0,0,0,0,1
2,7,25,25,7,0,0,0,0,0.0,0.7981927710843373,3.721,0,1,0,0,1,0,0,0,0,0,1
3,16,51,27,9,7,3,0,0,0.0,0.5923694779116465,3.026666666666668,1,0,0,0,1,0,0,0,0,0,0
21,60,214,169,48,12,5,3,1,1.0,0.6681355851210856,3.1062857142857143,0,1,0,0,1,0,0,0,0,0,0
13,60,197,175,52,8,3,0,0,0.0,0.7426072665878041,3.5866153846153845,1,0,0,0,1,0,0,0,0,0,0
2,7,25,9,3,4,2,0,0,0.0,0.3162650602409638,1.862500000000002,0,1,0,0,0,1,0,0,0,0,1
9,49,155,102,34,15,9,3,0,0.0,0.635550137056161,3.055,1,0,0,0,1,0,0,0,0,0,0
10,49,156,156,49,0,0,0,0,0.0,0.9079078217632434,4.597,1,0,0,0,1,0,0,0,0,0,0
2,7,25,6,2,5,2,0,0,0.0,0.2710843373493975,1.571000000000002,1,0,0,0,0,1,0,0,0,0,1
4,14,53,33,9,5,2,0,0,0.0,0.6287650602409638,2.5605,0,1,0,0,0,0,1,0,0,0,1
3,15,49,41,13,2,0,0,0,0.0,0.8467202141900936,3.633333333333334,1,0,0,0,0,1,0,0,0,0,1
5,17,60,40,12,5,4,0,0,0.0,0.5110441767068272,2.5934,0,1,0,0,1,0,0,0,0,0,1
1,5,14,0,0,5,0,0,0,0.0,0.0,0.1750000000000017,0,1,0,0,0,0,0,1,0,0,1
9,21,64,35,11,10,4,0,0,0.0,0.3852314017976668,1.0371428571428571,1,0,0,0,1,0,0,0,0,0,1
1,5,14,3,2,3,0,0,0,0.0,0.180722891566265,1.7000000000000008,1,0,0,0,0,0,0,0,0,1,1
4,15,49,20,7,8,3,1,1,1.0,0.3714859437751003,2.14375,1,0,0,0,0,1,0,0,0,0,1
13,50,175,167,48,2,2,0,0,0.0,0.8147632796613333,3.9273846153846153,0,1,0,0,1,0,0,0,0,0,0
4,18,57,21,9,9,4,1,0,0.0,0.493222891566265,2.2012500000000004,0,1,0,0,0,1,0,0,0,0,0
5,21,73,42,13,8,3,2,0,0.0,0.4546184738955823,2.6510000000000007,1,0,0,0,1,0,0,0,0,0,0
5,13,42,30,10,3,1,0,0,0.0,0.4578313253012047,2.8484000000000003,0,1,0,0,1,0,0,0,0,0,1
15,63,225,162,47,16,13,3,0,0.0,0.5693742112416811,3.108,0,1,0,0,0,1,0,0,0,0,0
11,51,160,144,41,10,4,0,0,0.0,0.7147075116680811,3.840818181818182,1,0,0,0,0,1,0,0,0,0,0
1,4,14,0,0,4,0,0,0,0.0,0.0,0.075,1,0,0,0,0,1,0,0,0,0,1
5,21,72,48,15,6,3,1,0,0.0,0.6548192771084337,3.0582000000000007,1,0,0,0,1,0,0,0,0,0,1
3,13,44,24,8,5,2,1,1,1.0,0.5321285140562249,2.6333333333333333,1,0,0,0,0,1,0,0,0,0,1
14,56,187,163,50,6,3,1,1,0.0,0.7609068713844961,3.579214285714286,0,1,0,0,0,0,1,0,0,0,0
10,53,184,172,50,3,3,0,0,0.0,1.3492924077261426,3.9899,1,0,0,0,1,0,0,0,0,0,0
15,57,201,157,46,11,9,2,0,0.0,0.5148198856030181,3.606533333333333,1,0,0,0,1,0,0,0,0,0,0
1,4,14,0,0,4,0,0,0,0.0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,1
1,4,14,0,0,4,0,0,0,0.0,0.0,0.6249999999999991,0,1,0,0,0,1,0,0,0,0,1
22,66,226,140,41,25,13,6,1,0.0,0.4181178240248039,2.7454545454545456,0,1,0,0,1,0,0,0,0,0,0
1,4,14,3,1,3,0,0,0,0.0,0.180722891566265,2.475,0,1,0,0,0,1,0,0,0,0,1
9,31,123,72,21,13,5,3,2,0.0,0.6080273474851787,3.005777777777778,1,0,0,0,1,0,0,0,0,0,1
16,65,228,173,51,14,9,3,1,0.0,0.6031955149519155,3.4011875,1,0,0,0,0,1,0,0,0,0,0
12,35,120,80,23,12,5,1,1,1.0,0.5401930593948666,2.98725,0,1,0,0,0,1,0,0,0,0,1
3,12,42,14,5,7,3,1,0,0.0,0.4350736278447121,2.3556666666666666,0,1,0,0,1,0,0,0,0,0,1
3,10,33,9,4,6,2,2,0,0.0,0.2710843373493975,1.8,0,1,0,0,0,1,0,0,0,0,1
13,59,211,166,48,11,7,2,1,0.0,0.6651272216610492,3.316076923076923,0,1,0,0,1,0,0,0,0,0,0
2,8,25,10,3,5,1,0,0,0.0,0.4518072289156626,1.8875000000000013,1,0,0,0,1,0,0,0,0,0,1
13,57,194,166,50,7,7,0,0,0.0,0.7444973160913846,3.749846153846154,1,0,0,0,1,0,0,0,0,0,0
2,5,17,9,3,2,0,0,0,0.0,0.3162650602409638,3.375000000000001,1,0,0,0,0,0,1,0,0,0,1
12,44,155,88,27,17,10,3,1,1.0,0.4966732007394658,2.8553333333333337,0,1,0,0,1,0,0,0,0,0,1
8,38,115,107,36,2,1,0,0,0.0,0.8250860585197933,3.9470000000000014,1,0,0,0,0,1,0,0,0,0,0
3,12,38,19,7,5,2,0,0,0.0,0.4986613119143239,1.958333333333333,1,0,0,0,0,1,0,0,0,0,1
1,3,10,6,2,1,0,0,0,0.0,0.36144578313253,2.7,1,0,0,0,1,0,0,0,0,0,1
17,55,203,156,44,11,6,3,0,0.0,0.6644145281167417,3.328235294117647,0,1,0,0,1,0,0,0,0,0,0
3,13,44,9,4,9,4,2,0,0.0,0.2409638554216866,1.9833333333333327,1,0,0,0,0,0,1,0,0,0,1
1,4,14,3,1,3,0,0,0,0.0,0.180722891566265,1.5250000000000037,0,1,0,0,1,0,0,0,0,0,1
12,56,192,172,51,5,4,1,0,0.0,0.8078844961375081,3.832333333333333,1,0,0,0,1,0,0,0,0,0,0
1,4,14,6,2,2,0,0,0,0.0,0.36144578313253,3.5250000000000017,0,1,0,0,0,1,0,0,0,0,1
1,5,14,6,3,2,0,0,0,0.0,0.36144578313253,2.6750000000000025,1,0,0,0,1,0,0,0,0,0,1
12,52,167,155,48,4,4,0,0,0.0,0.8590317257485931,4.041666666666667,0,1,0,0,1,0,0,0,0,0,0
3,14,49,29,9,5,1,1,0,0.0,0.6057563587684069,3.03,0,1,0,0,1,0,0,0,0,0,1
15,59,210,163,47,12,8,3,1,0.0,0.6533336698999349,3.4170000000000003,1,0,0,0,1,0,0,0,0,0,0
5,23,84,56,16,7,4,1,0,0.0,0.6861445783132529,3.3280000000000007,0,1,0,0,1,0,0,0,0,0,0
7,22,81,41,12,10,7,1,0,0.0,0.4576059339398409,2.3714285714285714,1,0,0,0,0,1,0,0,0,0,1
4,13,45,13,5,8,3,2,1,1.0,0.2723393574297188,1.975,0,1,0,0,1,0,0,0,0,0,1
9,37,125,92,29,8,3,1,0,0.0,0.6629746499224409,3.346333333333333,1,0,0,0,1,0,0,0,0,0,1
2,9,31,27,8,1,1,0,0,0.0,0.7078313253012047,3.6400000000000015,1,0,0,0,1,0,0,0,0,0,0
7,27,99,44,13,14,5,4,1,0.0,0.4944266863371854,1.979714285714285,1,0,0,0,1,0,0,0,0,0,1
1,4,14,0,0,4,0,0,0,0.0,0.0,1.0000000000000018,1,0,0,0,0,1,0,0,0,0,1
2,7,25,6,2,5,1,0,0,0.0,0.2710843373493975,1.5125,0,1,0,0,1,0,0,0,0,0,1
1,4,14,0,0,4,0,0,0,0.0,0.0,0.1500000000000035,0,1,0,0,0,0,0,0,0,1,1
11,50,169,169,50,0,0,0,0,0.0,0.8907825319380631,4.398,1,0,0,0,1,0,0,0,0,0,0
2,8,21,17,7,1,1,0,0,0.0,0.5572289156626505,4.204000000000001,1,0,0,0,0,1,0,0,0,0,1
2,9,29,17,6,3,1,0,0,0.0,0.5572289156626505,2.975,1,0,0,0,1,0,0,0,0,0,1
14,47,160,122,35,12,6,1,0,0.0,0.431035401775505,3.387857142857143,0,1,0,0,1,0,0,0,0,0,0
4,11,41,13,4,7,2,1,1,1.0,0.3627008032128513,1.81875,0,1,0,0,0,1,0,0,0,0,1
11,51,163,159,50,1,1,0,0,0.0,0.888846412805887,4.1850000000000005,1,0,0,0,0,1,0,0,0,0,0
1,4,14,7,3,2,0,0,0,0.0,0.4216867469879518,2.580000000000004,0,1,0,0,1,0,0,0,0,0,0
13,53,185,173,50,3,3,0,0,0.0,0.787434157336845,4.052307692307692,0,1,0,0,1,0,0,0,0,0,0
4,14,49,17,6,8,2,2,2,2.0,0.3376004016064256,2.31875,0,1,0,0,1,0,0,0,0,0,1
5,16,59,28,8,8,3,1,1,1.0,0.4590361445783132,1.8966000000000007,1,0,0,0,1,0,0,0,0,0,1
1,5,14,6,3,2,0,0,0,0.0,0.36144578313253,2.375,1,0,0,0,1,0,0,0,0,0,1
1,5,14,3,2,3,0,0,0,0.0,0.180722891566265,2.35,1,0,0,0,0,0,1,0,0,0,1
10,50,162,98,32,18,11,1,0,0.0,0.7976668579078217,2.7403,1,0,0,0,1,0,0,0,0,0,1
13,54,192,171,49,5,2,1,0,0.0,0.8564390120228859,3.8702307692307696,1,0,0,0,0,0,1,0,0,0,0
22,74,269,157,46,28,18,5,1,0.0,0.4421731670050162,2.6808181818181818,0,1,0,0,1,0,0,0,0,0,0
1,4,14,14,4,0,0,0,0,0.0,0.8433734939759036,4.025000000000004,0,1,0,0,1,0,0,0,0,0,1
2,7,17,17,7,0,0,0,0,0.0,0.677710843373494,4.3500000000000005,1,0,0,0,1,0,0,0,0,0,1
2,6,21,21,6,0,0,0,0,0.0,0.6325301204819277,4.300000000000003,0,1,0,0,1,0,0,0,0,0,0
14,57,195,183,54,3,3,0,0,0.0,0.7869615802059863,3.954214285714286,1,0,0,0,0,1,0,0,0,0,0
11,35,121,86,25,9,5,2,1,1.0,0.5334082844123004,2.708555555555556,0,1,0,0,1,0,0,0,0,0,1
12,50,168,168,50,0,0,0,0,0.0,0.8675711141825598,4.3012500000000005,0,1,0,0,1,0,0,0,0,0,0
13,53,186,172,50,3,2,1,0,0.0,0.9241938709888888,3.7976666666666654,1,0,0,0,0,1,0,0,0,0,0
11,54,177,157,49,5,4,1,0,0.0,0.8709693160678921,3.976636363636364,0,1,0,0,1,0,0,0,0,0,0
1,4,14,3,1,3,0,0,0,1.0,0.180722891566265,0.75,1,0,0,0,0,1,0,0,0,0,1
13,52,177,164,49,3,3,0,0,0.0,0.746828717055779,3.9524615384615385,1,0,0,0,0,0,1,0,0,0,0
1,4,14,0,0,4,0,0,0,1.0,0.0,0.1750000000000035,0,1,0,0,1,0,0,0,0,0,1
4,16,52,33,11,5,1,0,0,0.0,0.6890060240963854,2.806250000000001,1,0,0,0,0,1,0,0,0,0,1
1,4,14,10,3,1,0,0,0,0.0,0.6024096385542168,3.4000000000000035,0,1,0,0,1,0,0,0,0,0,0
4,12,44,13,4,8,3,2,1,1.0,0.2497489959839356,1.5417500000000004,0,1,0,0,0,1,0,0,0,0,1
11,51,174,170,50,1,1,0,0,0.0,0.8865797704790037,4.23290909090909,1,0,0,0,0,1,0,0,0,0,0
4,14,51,6,2,12,3,3,2,2.0,0.1882530120481927,1.3687500000000006,0,1,0,0,1,0,0,0,0,0,1
14,44,150,137,41,3,3,0,0,0.0,0.564205337118418,3.892642857142857,1,0,0,0,0,1,0,0,0,0,0
14,63,210,168,51,12,11,0,0,0.0,0.7072582108081248,3.340428571428572,1,0,0,0,1,0,0,0,0,0,1
1,4,14,0,0,4,0,0,0,0.0,0.0,0.7750000000000027,0,1,0,0,1,0,0,0,0,0,1
5,18,60,13,5,13,6,3,0,0.0,0.2190763052208835,1.2284,0,1,0,0,0,0,1,0,0,0,1
2,9,30,6,2,7,2,0,0,0.0,0.2710843373493975,0.975,0,1,0,0,1,0,0,0,0,0,1
1,4,14,6,2,2,0,0,0,0.0,0.36144578313253,2.674999999999999,0,1,0,0,0,1,0,0,0,0,1
2,9,29,10,4,5,1,0,0,0.0,0.4518072289156626,2.1,1,0,0,0,0,0,0,0,0,1,1
10,53,181,173,51,2,2,0,0,0.0,0.9283562822719448,4.017,0,1,0,0,1,0,0,0,0,0,0
3,11,37,13,5,6,3,1,0,0.0,0.2978580990629182,2.211000000000001,1,0,0,0,0,0,1,0,0,0,1
3,13,45,17,5,7,2,2,1,0.0,0.324631860776439,2.785000000000001,0,1,0,0,1,0,0,0,0,0,0
12,47,171,146,41,6,3,1,0,0.0,0.7229256129858538,3.671583333333334,0,1,0,0,1,0,0,0,0,0,0
10,27,91,55,18,9,3,3,0,0.0,0.4447658358300928,2.975888888888889,0,1,0,0,1,0,0,0,0,0,1
1,4,14,6,2,2,0,0,0,0.0,0.36144578313253,2.1,1,0,0,0,0,1,0,0,0,0,1
7,15,53,25,8,7,5,0,0,0.0,0.3441316285550364,2.113142857142857,0,1,0,0,1,0,0,0,0,0,1
10,32,113,70,20,12,5,2,0,0.0,0.6021825396825397,2.8846,0,1,0,0,1,0,0,0,0,0,0
2,8,22,6,2,6,2,0,0,0.0,0.2710843373493975,1.15,1,0,0,0,0,1,0,0,0,0,1
6,25,90,56,15,10,4,0,0,0.0,0.7309236947791163,1.6847500000000006,0,1,0,0,1,0,0,0,0,0,1
3,12,45,37,10,2,2,0,0,0.0,0.7797858099062918,3.9376666666666655,1,0,0,0,0,1,0,0,0,0,1
4,14,33,33,14,0,0,0,0,0.0,0.6664156626506024,4.204000000000001,0,1,0,0,1,0,0,0,0,0,1
1,5,14,0,0,5,0,0,0,1.0,0.0,1.7763568394002505e-15,1,0,0,0,0,1,0,0,0,0,1
4,19,56,22,8,11,3,2,0,0.0,0.5697791164658634,1.8437500000000004,0,1,0,0,1,0,0,0,0,0,1
3,10,37,29,8,2,0,0,0,0.0,0.6375502008032128,3.3595,0,1,0,0,0,0,1,0,0,0,1
22,69,248,171,50,19,10,6,2,0.0,0.5101094629019868,2.877272727272727,0,1,0,0,0,0,1,0,0,0,0
4,13,48,6,2,11,4,2,1,1.0,0.1882530120481927,0.6519999999999999,0,1,0,0,1,0,0,0,0,0,1
13,65,217,176,53,12,8,2,1,0.0,0.727573991244056,3.607615384615385,1,0,0,0,1,0,0,0,0,0,0
21,77,275,173,51,26,16,6,2,0.0,0.5476895679662741,2.994047619047619,1,0,0,0,0,0,1,0,0,0,1
11,53,168,145,45,8,5,1,0,0.0,0.6755380435555681,3.865727272727273,0,0,1,0,1,0,0,0,0,0,0
4,15,52,33,10,5,1,0,0,0.0,0.5283634538152611,3.24375,0,1,0,0,1,0,0,0,0,0,1
11,52,167,163,51,1,1,0,0,0.0,0.9279212481567356,4.282090909090909,1,0,0,0,1,0,0,0,0,0,0
1,5,14,10,4,1,0,0,0,0.0,0.6024096385542168,3.700000000000002,0,1,0,0,1,0,0,0,0,0,1
6,22,76,44,13,9,3,2,1,0.0,0.5597389558232931,2.6711666666666667,0,1,0,0,0,0,1,0,0,0,1
4,15,57,17,5,10,3,2,2,2.0,0.3376004016064256,2.018,0,1,0,0,0,1,0,0,0,0,1
1,4,14,6,2,2,0,0,0,0.0,0.36144578313253,3.1750000000000003,1,0,0,0,1,0,0,0,0,0,1
1,4,14,14,4,0,0,0,0,0.0,0.8433734939759036,4.450000000000004,1,0,0,0,1,0,0,0,0,0,0
10,51,172,168,50,1,1,0,0,0.0,0.9198412698412698,4.334300000000001,1,0,0,0,1,0,0,0,0,0,0
11,51,174,164,49,2,1,1,0,0.0,0.8903621174979335,4.13909090909091,0,1,0,0,1,0,0,0,0,0,0
10,40,131,108,34,6,3,1,0,0.0,0.6790375788869765,3.4562000000000004,0,1,0,0,1,0,0,0,0,0,0
20,69,242,171,52,17,11,5,0,0.0,0.5042136043133841,3.21755,0,1,0,0,0,1,0,0,0,0,0
3,11,41,14,4,8,3,1,0,0.0,0.4350736278447121,1.3916666666666675,0,1,0,0,0,1,0,0,0,0,1
1,4,14,3,1,3,0,0,0,0.0,0.180722891566265,1.7,0,1,0,0,1,0,0,0,0,0,1
2,8,25,3,2,6,0,0,0,0.0,0.1355421686746987,0.5625,1,0,0,0,1,0,0,0,0,0,1
2,9,29,17,6,3,0,0,0,0.0,0.677710843373494,2.7000000000000006,0,1,0,0,0,1,0,0,0,0,1
1,4,14,3,1,3,0,0,0,0.0,0.180722891566265,2.5000000000000018,0,1,0,0,1,0,0,0,0,0,1
2,9,29,17,6,3,1,1,0,0.0,0.5572289156626505,2.825,0,1,0,0,0,0,1,0,0,0,1
11,51,172,164,49,2,2,0,0,0.0,0.8547412791662516,4.200454545454545,1,0,0,0,1,0,0,0,0,0,0
2,8,25,9,4,4,2,0,0,0.0,0.3162650602409638,1.9375,1,0,0,0,0,0,1,0,0,0,1
3,13,45,29,9,4,1,1,0,0.0,0.645917001338688,3.125,0,0,1,0,1,0,0,0,0,0,1
10,48,170,170,48,0,0,0,0,0.0,0.920795085102314,4.0402000000000005,0,1,0,0,0,1,0,0,0,0,0
2,8,29,25,7,1,0,0,0,0.0,0.7981927710843373,3.35,0,1,0,0,0,1,0,0,0,0,1
10,27,94,47,15,12,4,4,1,0.0,0.3577428762669726,2.404,0,1,0,0,1,0,0,0,0,0,1
12,54,184,172,51,3,3,0,0,0.0,0.8619356574928864,3.9301666666666666,0,1,0,0,1,0,0,0,0,0,0
1,4,14,0,0,4,0,0,0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,1
2,9,29,6,3,6,2,0,0,0.0,0.2710843373493975,1.3375,0,1,0,0,0,1,0,0,0,0,1
16,63,229,157,44,19,9,6,0,0.0,0.5803703648677293,2.548,0,1,0,0,0,1,0,0,0,0,0
16,53,184,137,41,12,9,3,1,1.0,0.4196793260705158,3.337,1,0,0,0,1,0,0,0,0,0,0
1,4,14,14,4,0,0,0,0,0.0,0.8433734939759036,3.975,1,0,0,0,0,1,0,0,0,0,1
1,5,14,0,0,5,0,0,0,1.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,1
9,45,140,128,42,3,2,0,0,0.0,0.8219837020037822,4.092777777777778,0,0,1,0,1,0,0,0,0,0,0
15,59,206,170,50,9,5,2,1,0.0,0.754578876156094,3.2988181818181816,1,0,0,0,1,0,0,0,0,0,0
2,9,26,6,2,7,2,0,0,0.0,0.2710843373493975,1.2125000000000017,1,0,0,0,1,0,0,0,0,0,1
12,53,176,160,49,4,2,2,0,0.0,0.8874031479453165,4.012250000000001,0,1,0,0,1,0,0,0,0,0,0
11,49,157,146,46,3,2,0,0,0.0,0.7560746725587908,3.8067272727272727,0,1,0,0,1,0,0,0,0,0,0
14,56,182,162,61,7,3,3,0,0.0,0.5384683326808971,3.4337142857142857,0,1,0,0,1,0,0,0,0,0,0
2,9,29,10,3,6,1,0,0,0.0,0.4518072289156626,1.7900000000000018,0,1,0,0,1,0,0,0,0,0,0
6,21,77,45,13,8,6,2,0,0.0,0.4797523427041498,2.960833333333333,1,0,0,0,0,1,0,0,0,0,1
1,5,14,0,0,5,0,0,0,0.0,0.0,1.425,1,0,0,0,0,0,1,0,0,0,1
13,56,198,175,50,6,5,0,0,0.0,0.8377932051472367,3.834769230769231,0,1,0,0,0,1,0,0,0,0,0
14,56,195,165,49,7,5,0,0,0.0,0.6907066924278629,3.666,1,0,0,0,0,1,0,0,0,0,0
1,5,14,6,3,2,0,0,0,0.0,0.36144578313253,2.25,1,0,0,0,1,0,0,0,0,0,1
6,22,61,21,11,11,4,2,1,1.0,0.2990294511378848,2.181666666666667,0,1,0,0,1,0,0,0,0,0,1
3,11,33,17,6,5,2,2,0,0.0,0.324631860776439,2.719333333333333,1,0,0,0,0,1,0,0,0,0,1
6,22,77,45,12,10,3,2,0,0.0,0.4576639892904953,2.7645,0,1,0,0,1,0,0,0,0,0,1
8,27,101,61,17,10,4,1,0,0.0,0.5573633820998278,2.527875,1,0,0,0,0,0,1,0,0,0,1
2,10,29,21,8,2,0,0,0,0.0,0.7379518072289156,3.0875000000000004,0,1,0,0,0,1,0,0,0,0,1
8,17,65,33,9,8,3,2,1,1.0,0.4484634968445208,1.4875,0,1,0,0,1,0,0,0,0,0,1
2,10,33,6,3,7,2,0,0,0.0,0.2710843373493975,1.3500000000000003,0,1,0,0,0,1,0,0,0,0,1
3,13,41,9,5,8,3,2,0,0.0,0.2710843373493975,1.133333333333333,0,1,0,0,0,1,0,0,0,0,1
11,54,176,160,50,4,4,0,0,0.0,0.8107897943604404,3.944272727272727,1,0,0,0,1,0,0,0,0,0,0
15,67,228,167,51,16,8,4,0,0.0,0.5509813591138891,3.114733333333333,1,0,0,0,0,1,0,0,0,0,0
7,35,102,94,33,2,1,0,0,0.0,0.8211417096959265,3.864500000000002,1,0,0,0,1,0,0,0,0,0,0
13,55,188,167,50,5,2,1,0,0.0,0.858656468132835,3.891153846153846,0,1,0,0,1,0,0,0,0,0,0
1,4,14,3,1,3,0,0,0,0.0,0.180722891566265,1.6250000000000036,1,0,0,0,1,0,0,0,0,0,1
1,4,14,6,2,2,0,0,0,0.0,0.36144578313253,2.725,1,0,0,0,1,0,0,0,0,0,1
1,4,10,0,0,4,0,0,0,0.0,0.0,1.3000000000000018,0,1,0,0,0,0,1,0,0,0,1
14,57,195,163,49,8,6,1,0,0.0,0.6447692200704249,3.725142857142857,1,0,0,0,0,1,0,0,0,0,0
1,4,14,6,2,2,0,0,0,0.0,0.36144578313253,2.5250000000000035,1,0,0,0,1,0,0,0,0,0,1
2,6,21,13,4,2,0,0,0,0.0,0.3765060240963854,3.7375000000000007,0,1,0,0,1,0,0,0,0,0,1
6,12,42,22,7,5,4,0,0,0.0,0.3169344042838018,2.020833333333333,1,0,0,0,1,0,0,0,0,0,1
1,4,14,0,0,4,0,0,0,0.0,0.0,1.075,1,0,0,0,0,1,0,0,0,0,1
12,55,188,164,49,6,5,1,0,0.0,0.7273647258587017,3.862083333333333,1,0,0,0,1,0,0,0,0,0,1
1,4,14,0,0,4,0,0,0,0.0,0.0,0.2750000000000018,1,0,0,0,1,0,0,0,0,0,1
4,16,56,32,10,6,2,1,0,0.0,0.5446787148594376,2.5145,0,1,0,0,1,0,0,0,0,0,1
5,22,75,71,21,1,1,0,0,0.0,0.7785140562248996,3.8400000000000007,0,1,0,0,0,1,0,0,0,0,0
4,11,37,25,8,3,1,1,1,0.0,0.4555722891566264,2.60625,0,1,0,0,0,1,0,0,0,0,1
4,17,56,25,9,8,3,3,0,0.0,0.4304718875502007,2.6125,1,0,0,0,0,0,1,0,0,0,1
1,4,14,0,0,4,0,0,0,1.0,0.0,0.5500000000000018,1,0,0,0,1,0,0,0,0,0,1
1,4,14,6,2,0,0,0,0,0.0,0.36144578313253,2.970000000000004,0,1,0,0,1,0,0,0,0,0,0
8,43,135,105,35,8,5,1,0,0.0,0.6640042312105564,3.3603750000000003,0,0,1,0,1,0,0,0,0,0,0
1,4,14,10,3,1,0,0,0,0.0,0.6024096385542168,2.925,0,1,0,0,1,0,0,0,0,0,1
2,8,25,6,3,5,1,0,0,0.0,0.2710843373493975,1.8875,1,0,0,0,1,0,0,0,0,0,1
1,4,14,0,0,4,0,0,0,0.0,0.0,0.9500000000000016,0,1,0,0,0,1,0,0,0,0,1
2,7,22,6,2,5,2,0,0,0.0,0.2710843373493975,1.6375000000000013,0,1,0,0,1,0,0,0,0,0,1
3,16,53,45,14,2,1,0,0,0.0,0.8534136546184738,3.6683333333333343,0,1,0,0,1,0,0,0,0,0,0
18,62,213,179,53,9,8,0,0,0.0,0.7122465961277088,3.5665,1,0,0,0,0,1,0,0,0,0,0
1,5,14,6,3,2,0,0,0,0.0,0.36144578313253,2.0249999999999995,0,1,0,0,1,0,0,0,0,0,1
7,36,111,111,36,0,0,0,0,0.0,0.9012376034751248,4.231428571428571,0,0,1,0,1,0,0,0,0,0,0
2,9,33,17,5,4,2,0,0,0.0,0.4367469879518071,3.132500000000002,1,0,0,0,1,0,0,0,0,0,0
1,4,14,0,0,4,0,0,0,0.0,0.0,0.85,0,1,0,0,0,0,1,0,0,0,1
10,49,163,163,49,0,0,0,0,0.0,0.9792909734174794,4.4707,1,0,0,0,1,0,0,0,0,0,0
10,49,155,128,42,7,5,1,0,0.0,0.7578122011856951,3.7512,1,0,0,0,1,0,0,0,0,0,0
4,18,61,53,16,2,1,0,0,0.0,0.8797690763052208,3.312500000000001,1,0,0,0,1,0,0,0,0,0,0
13,52,179,168,48,4,3,0,0,0.0,0.7818753689930704,3.589923076923077,1,0,0,0,1,0,0,0,0,0,0
2,9,33,17,5,4,0,0,0,0.0,0.5572289156626505,3.092500000000001,1,0,0,0,0,1,0,0,0,0,1
16,57,192,167,50,7,6,2,1,0.0,0.5235346512172566,3.5883125,0,0,1,0,1,0,0,0,0,0,0
9,40,130,87,29,11,6,2,1,0.0,0.5573325046216612,3.028777777777778,1,0,0,0,1,0,0,0,0,0,0
15,61,219,166,48,13,10,3,0,0.0,0.532730801104295,3.2454666666666667,0,1,0,0,1,0,0,0,0,0,0
4,11,37,25,8,3,2,0,0,0.0,0.4982429718875502,2.6875,1,0,0,0,1,0,0,0,0,0,1
13,62,221,162,47,15,10,3,1,0.0,0.5739853931466535,3.2930769230769235,0,1,0,0,1,0,0,0,0,0,0
16,61,213,169,50,11,5,4,2,0.0,0.5332843768931871,3.482125,1,0,0,0,1,0,0,0,0,0,0
13,44,152,124,35,9,3,2,1,1.0,0.5056147256100917,3.419,1,0,0,0,0,1,0,0,0,0,1
4,18,58,34,12,6,3,0,1,1.0,0.6551204819277108,2.9587500000000007,1,0,0,0,0,1,0,0,0,0,1
1,4,14,3,1,3,0,0,0,0.0,0.180722891566265,1.6750000000000036,1,0,0,0,0,1,0,0,0,0,1
6,30,98,61,20,9,4,2,0,0.0,0.5855087014725568,2.798333333333334,0,1,0,0,1,0,0,0,0,0,0
2,9,25,3,2,7,3,0,0,0.0,0.1355421686746987,1.304,0,1,0,0,1,0,0,0,0,0,1
4,16,57,37,11,5,2,1,0,0.0,0.704066265060241,3.2625000000000006,1,0,0,0,1,0,0,0,0,0,1
1,5,14,0,0,5,0,0,0,1.0,0.0,1.0,0,1,0,0,0,0,0,0,0,1,1
3,12,41,21,7,5,2,1,0,0.0,0.4317269076305219,2.411,1,0,0,0,1,0,0,0,0,0,1
