PERIODOS,NUM_MATERIAS,NUM_CREDITOS_MATRICULADOS,NUM_CREDITOS_APROBADOS,NUM_MATERIAS_APROBADAS,NUM_MATERIAS_PERDIDAS,NUM_R1,NUM_R2,NUM_R3,NUM_R3_BALANCEO,EFICIENCIA,PROMEDIO,GENERO_FEMENINO,GENERO_MASCULINO,GENERO_NO BINARIO,GENERO_NO REPORTA,ESTRATO_1,ESTRATO_2,ESTRATO_3,ESTRATO_4,ESTRATO_5,ESTRATO_6,ETIQUETA
23,52,192,151,42,10,6,2,0,0.0,0.4464011641709599,3.406217391304348,1,0,0,0,0,1,0,0,0,0,1
4,14,45,9,5,9,3,2,1,1.0,0.2146084337349397,1.8250000000000008,0,1,0,0,1,0,0,0,0,0,1
11,54,184,172,51,3,3,0,0,0.0,0.870487657042969,3.849727272727273,0,1,0,0,1,0,0,0,0,0,0
13,56,190,169,51,5,5,0,0,0.0,0.7917581080231682,3.820153846153846,1,0,0,0,0,1,0,0,0,0,0
2,7,25,9,3,4,1,0,0,0.0,0.3162650602409638,2.266500000000001,1,0,0,0,1,0,0,0,0,0,0
3,11,25,21,10,1,0,0,0,0.0,0.5923694779116465,3.8723333333333336,0,1,0,0,1,0,0,0,0,0,1
16,46,163,68,20,26,13,6,1,0.0,0.366031861796169,1.925,0,1,0,0,1,0,0,0,0,0,0
4,18,61,33,11,7,4,1,0,0.0,0.5584839357429718,2.3825000000000003,1,0,0,0,0,0,0,0,0,1,1
1,5,14,6,3,2,0,0,0,0.0,0.36144578313253,2.1749999999999994,1,0,0,0,0,1,0,0,0,0,1
1,4,14,0,0,4,0,0,0,0.0,0.0,3.552713678800501e-15,0,1,0,0,0,1,0,0,0,0,1
11,52,176,172,51,1,1,0,0,0.0,0.8934083441202827,4.009636363636364,1,0,0,0,1,0,0,0,0,0,0
3,15,51,32,10,5,1,0,0,0.0,0.6659973226238286,3.115,0,1,0,0,1,0,0,0,0,0,1
1,5,14,6,3,2,0,0,0,0.0,0.36144578313253,2.05,0,1,0,0,0,0,0,0,0,1,1
5,26,88,63,19,7,4,0,0,0.0,0.7240963855421686,3.3248000000000006,0,1,0,0,1,0,0,0,0,0,0
7,36,113,70,24,12,5,2,0,0.0,0.6646586345381525,3.334285714285715,0,0,1,0,1,0,0,0,0,0,0
11,51,172,164,49,2,2,0,0,0.0,0.8936001779649095,4.274818181818183,0,1,0,0,1,0,0,0,0,0,0
5,17,61,45,12,5,2,1,0,0.0,0.6636546184738956,2.6816000000000004,0,1,0,0,1,0,0,0,0,0,1
13,59,193,174,53,6,4,1,1,0.0,1045850.74291525,3.6375,0,1,0,0,1,0,0,0,0,0,1
4,16,45,9,5,11,3,2,1,1.0,0.2146084337349397,1.7882500000000006,0,1,0,0,0,1,0,0,0,0,1
1,4,14,14,4,0,0,0,0,0.0,0.8433734939759036,3.850000000000004,0,1,0,0,1,0,0,0,0,0,0
6,23,81,69,20,3,2,0,0,0.0,0.7220548862115126,3.2305,0,1,0,0,1,0,0,0,0,0,1
11,53,181,173,51,2,2,0,0,0.0,0.8768683549625499,4.025363636363637,1,0,0,0,0,0,1,0,0,0,0
19,62,208,152,48,14,10,4,0,0.0,0.4794692050068042,3.1721052631578948,0,1,0,0,1,0,0,0,0,0,0
4,15,53,13,5,10,3,2,2,2.0,0.3024598393574296,2.110500000000001,0,1,0,0,0,1,0,0,0,0,1
9,41,139,136,38,3,2,0,0,0.0,0.9056771302898668,4.170428571428571,1,0,0,0,0,0,1,0,0,0,0
2,9,33,33,9,0,0,0,0,0.0,0.9186746987951806,4.005000000000002,0,1,0,0,1,0,0,0,0,0,0
7,22,85,49,13,9,3,1,1,1.0,0.6630808950086058,2.765428571428572,0,1,0,0,0,1,0,0,0,0,1
1,4,14,0,0,4,0,0,0,0.0,0.0,1.7763568394002505e-15,0,1,0,0,0,1,0,0,0,0,1
4,13,44,36,11,2,1,0,0,0.0,0.5747991967871485,3.48125,0,1,0,0,1,0,0,0,0,0,1
1,4,14,10,3,1,0,0,0,0.0,0.6024096385542168,3.600000000000004,1,0,0,0,0,1,0,0,0,0,1
13,37,123,56,17,20,7,4,4,0.0,0.3048349292556891,2.778230769230769,0,1,0,0,1,0,0,0,0,0,0
8,32,120,60,17,15,6,4,1,1.0,0.4503908491107286,2.5602500000000004,0,1,0,0,0,1,0,0,0,0,1
2,9,29,17,6,3,1,0,0,0.0,0.5572289156626505,2.975,1,0,0,0,1,0,0,0,0,0,1
2,9,29,6,2,7,2,0,0,0.0,0.2710843373493975,1.1375,0,1,0,0,0,1,0,0,0,0,1
4,15,53,33,10,5,2,2,0,0.0,0.5283634538152611,3.06475,0,1,0,0,1,0,0,0,0,0,1
2,10,33,33,10,0,1,2,0,0.0,0.9186746987951806,4.2775000000000025,0,1,0,0,0,1,0,0,0,0,0
2,8,29,21,6,2,1,0,0,0.0,0.6174698795180722,3.222500000000002,0,1,0,0,1,0,0,0,0,0,0
5,18,65,29,9,9,3,3,1,1.0,0.3801204819277107,2.3616,1,0,0,0,0,1,0,0,0,0,1
3,16,45,21,10,6,2,0,0,0.0,0.4718875502008031,2.661666666666667,0,1,0,0,0,1,0,0,0,0,1
1,5,14,0,0,5,0,0,0,0.0,0.0,0.1500000000000004,0,1,0,0,0,1,0,0,0,0,1
11,52,175,163,49,3,3,0,0,0.0,0.8817995318542963,4.225272727272728,0,1,0,0,0,1,0,0,0,0,0
6,28,85,77,26,2,2,0,0,0.0,0.8157630522088354,3.773,0,1,0,0,1,0,0,0,0,0,0
1,4,14,6,2,2,0,0,0,0.0,0.36144578313253,3.100000000000004,0,1,0,0,1,0,0,0,0,0,0
2,9,29,21,7,2,1,0,0,0.0,0.6174698795180722,3.587500000000002,1,0,0,0,1,0,0,0,0,0,0
1,5,14,0,0,5,0,0,0,1.0,0.0,0.275,1,0,0,0,0,0,0,0,0,1,1
13,59,202,168,50,9,8,0,0,0.0,0.7687358980222743,3.190846153846154,0,1,0,0,0,1,0,0,0,0,0
1,4,14,0,0,4,0,0,0,0.0,0.0,0.6750000000000027,1,0,0,0,0,1,0,0,0,0,1
1,4,14,10,3,1,0,0,0,0.0,0.6024096385542168,3.35,0,1,0,0,0,1,0,0,0,0,1
2,8,26,6,3,5,2,0,0,0.0,0.2710843373493975,1.3875,0,1,0,0,1,0,0,0,0,0,1
3,12,45,21,6,6,3,1,0,0.0,0.3514056224899597,3.0233333333333348,1,0,0,0,0,1,0,0,0,0,0
3,10,33,21,7,3,2,1,0,0.0,0.4317269076305219,3.108333333333333,0,1,0,0,0,1,0,0,0,0,1
2,9,28,0,1,8,4,0,0,0.0,0.0,0.6000000000000005,0,1,0,0,0,0,1,0,0,0,1
1,4,14,6,2,2,0,0,0,0.0,0.36144578313253,2.475000000000004,1,0,0,0,1,0,0,0,0,0,1
5,15,39,13,7,8,3,0,0,0.0,0.23714859437751,2.405,0,1,0,0,1,0,0,0,0,0,1
8,22,83,35,11,13,5,4,2,0.0,0.2927155048766494,2.4728750000000006,1,0,0,0,1,0,0,0,0,0,1
8,33,109,61,21,12,7,2,2,1.0,0.5214339500860584,2.919125,1,0,0,0,1,0,0,0,0,0,0
10,47,164,164,47,0,0,0,0,0.0,0.9407558806655192,4.2942,0,1,0,0,0,1,0,0,0,0,0
2,10,29,29,10,0,0,0,0,0.0,0.8584337349397589,4.357500000000001,1,0,0,0,1,0,0,0,0,0,1
2,10,29,9,5,5,2,0,0,0.0,0.3162650602409638,2.2,0,1,0,0,0,0,1,0,0,0,1
2,7,25,6,2,5,0,0,0,0.0,0.2710843373493975,1.0750000000000008,1,0,0,0,0,1,0,0,0,0,1
7,34,112,96,29,5,4,0,0,0.0,0.6858659126301122,3.9528571428571433,0,1,0,0,1,0,0,0,0,0,0
1,4,14,14,4,0,0,0,0,0.0,0.8433734939759036,3.650000000000004,1,0,0,0,0,1,0,0,0,0,0
2,10,29,9,5,5,2,0,0,0.0,0.3162650602409638,2.7500000000000004,0,1,0,0,1,0,0,0,0,0,1
1,4,14,0,0,4,0,0,0,0.0,0.0,0.6500000000000036,1,0,0,0,0,1,0,0,0,0,1
2,8,25,9,4,5,2,0,0,0.0,0.3162650602409638,1.8750000000000004,1,0,0,0,0,1,0,0,0,0,1
4,17,61,29,9,4,4,0,0,0.0,0.4731425702811244,2.318750000000001,1,0,0,0,1,0,0,0,0,0,0
10,49,166,166,49,0,0,0,0,0.0,0.9846289921591126,4.4005,0,1,0,0,1,0,0,0,0,0,0
11,51,165,137,44,7,7,0,0,0.0,0.6609738837285387,3.8451818181818185,0,1,0,0,1,0,0,0,0,0,0
10,51,177,173,50,1,1,0,0,0.0,0.9228796136928666,4.224,0,1,0,0,1,0,0,0,0,0,0
1,5,14,10,4,1,0,0,0,0.0,0.6024096385542168,3.35,0,1,0,0,0,1,0,0,0,0,1
3,12,45,21,6,6,3,0,0,0.0,0.6325301204819277,2.3673333333333333,1,0,0,0,0,0,1,0,0,0,1
1,4,14,3,1,3,0,0,0,0.0,0.180722891566265,1.6500000000000037,1,0,0,0,0,1,0,0,0,0,1
15,62,213,173,52,10,7,1,1,0.0,0.6976261467225322,3.4484,0,1,0,0,1,0,0,0,0,0,0
12,54,184,172,51,3,3,0,0,0.0,0.8092134048459348,4.01325,1,0,0,0,0,1,0,0,0,0,0
1,4,14,3,1,4,0,0,0,0.0,0.180722891566265,1.6500000000000017,0,1,0,0,1,0,0,0,0,0,1
4,9,28,6,2,7,3,1,0,0.0,0.075301204819277,1.6125000000000005,0,1,0,0,1,0,0,0,0,0,1
1,5,14,3,1,4,0,0,0,0.0,0.180722891566265,1.6249999999999996,0,1,0,0,0,0,0,0,0,1,1
4,15,49,33,10,5,3,0,0,0.0,0.4982429718875502,2.89175,0,1,0,0,1,0,0,0,0,0,1
8,20,73,45,13,7,4,1,0,0.0,0.4696554073436603,2.3325,0,1,0,0,0,1,0,0,0,0,1
3,9,33,25,7,2,0,0,0,0.0,0.6994645247657295,2.6833333333333336,0,1,0,0,0,1,0,0,0,0,1
2,9,21,9,6,3,1,0,0,0.0,0.3162650602409638,3.2625000000000006,1,0,0,0,0,0,1,0,0,0,1
4,11,29,6,2,9,1,0,0,0.0,0.1882530120481927,0.8875000000000005,1,0,0,0,0,1,0,0,0,0,1
14,59,204,172,51,8,6,2,0,0.0,0.8009973866256138,3.670714285714286,0,1,0,0,1,0,0,0,0,0,0
8,27,96,56,17,10,6,2,0,0.0,0.4321751290877796,2.695875,1,0,0,0,0,1,0,0,0,0,1
11,49,168,154,45,3,2,0,0,0.0,0.7419504859263895,3.880454545454546,1,0,0,0,0,1,0,0,0,0,0
4,18,61,33,11,7,4,1,0,0.0,0.458082329317269,2.702000000000001,1,0,0,0,1,0,0,0,0,0,0
2,8,29,9,3,5,2,0,0,0.0,0.3162650602409638,2.250000000000001,1,0,0,0,0,1,0,0,0,0,1
3,11,34,14,5,6,2,0,0,0.0,0.3748326639892904,2.250000000000001,1,0,0,0,1,0,0,0,0,0,1
1,4,14,10,3,1,0,0,0,0.0,0.6024096385542168,3.600000000000004,1,0,0,0,0,1,0,0,0,0,1
6,32,102,98,31,1,1,0,0,0.0,0.9149933065595716,4.290166666666667,1,0,0,0,1,0,0,0,0,0,0
14,59,203,173,51,8,7,0,0,0.0,0.7142969862419087,3.4857857142857145,0,1,0,0,1,0,0,0,0,0,0
11,52,183,171,49,3,3,0,0,0.0,0.8678644131820473,3.6709090909090913,1,0,0,0,1,0,0,0,0,0,0
2,8,25,9,4,4,2,0,0,0.0,0.3162650602409638,2.379,0,1,0,0,1,0,0,0,0,0,1
3,13,48,33,9,4,2,0,0,0.0,0.5923694779116465,3.140000000000001,1,0,0,0,1,0,0,0,0,0,1
12,56,188,164,50,6,5,1,0,0.0,0.8150410081885985,4.069,1,0,0,0,0,1,0,0,0,0,0
7,25,69,33,14,11,4,3,0,0.0,0.4655561019588558,2.0350000000000006,0,1,0,0,1,0,0,0,0,0,1
3,10,37,9,3,7,2,2,0,0.0,0.2710843373493975,1.666666666666668,0,1,0,0,0,1,0,0,0,0,1
2,7,25,6,2,5,3,0,0,0.0,0.180722891566265,2.525,1,0,0,0,0,1,0,0,0,0,1
1,4,14,10,3,1,0,0,0,0.0,0.6024096385542168,3.075,1,0,0,0,1,0,0,0,0,0,1
15,61,200,161,48,13,4,1,0,0.0,0.7232554624454545,2.919909090909091,0,1,0,0,1,0,0,0,0,0,0
3,13,45,17,6,7,2,2,0,0.0,0.3647925033467201,2.2133333333333334,0,1,0,0,0,1,0,0,0,0,1
3,15,42,3,1,14,5,5,0,0.0,0.0200803212851405,0.425,0,1,0,0,0,1,0,0,0,0,1
1,5,14,6,3,2,0,0,0,0.0,0.36144578313253,2.250000000000001,0,1,0,0,1,0,0,0,0,0,1
3,12,41,9,4,8,3,2,0,0.0,0.2710843373493975,1.808333333333333,0,1,0,0,0,0,1,0,0,0,1
1,4,14,0,0,4,0,0,0,0.0,0.0,3.552713678800501e-15,0,1,0,0,0,1,0,0,0,0,1
12,31,113,62,18,13,6,3,0,0.0,0.3869610838737344,2.724333333333334,1,0,0,0,1,0,0,0,0,0,1
1,2,6,6,2,0,0,0,0,0.0,0.36144578313253,4.450000000000002,0,1,0,0,1,0,0,0,0,0,1
1,4,14,0,0,4,0,0,0,0.0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,1
14,59,203,168,50,9,8,2,0,0.0,0.7109155784930311,3.3985,0,1,0,0,1,0,0,0,0,0,0
14,36,124,66,21,15,7,4,2,0.0,0.3635277635923074,2.7860714285714288,0,1,0,0,1,0,0,0,0,0,1
1,5,14,0,0,5,0,0,0,0.0,0.0,0.4250000000000017,1,0,0,0,1,0,0,0,0,0,1
2,9,29,25,8,1,1,0,0,0.0,0.677710843373494,3.7350000000000017,1,0,0,0,1,0,0,0,0,0,0
11,51,174,170,50,1,1,0,0,0.0,0.8935296479108089,4.156272727272728,1,0,0,0,1,0,0,0,0,0,0
1,5,14,3,2,3,0,0,0,0.0,0.180722891566265,2.05,0,1,0,0,0,1,0,0,0,0,1
1,4,14,10,3,1,0,0,0,0.0,0.6024096385542168,3.1,1,0,0,0,0,1,0,0,0,0,1
1,4,14,0,0,4,0,0,0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,1
14,52,179,158,46,6,5,0,0,0.0,0.6758553050506578,3.7342857142857135,0,1,0,0,0,1,0,0,0,0,0
1,4,14,0,0,4,0,0,0,0.0,0.0,0.975,0,1,0,0,1,0,0,0,0,0,1
12,55,188,164,49,6,5,0,0,0.0,0.7070958799121448,3.484166666666667,0,1,0,0,1,0,0,0,0,0,0
4,16,57,21,7,9,3,2,2,1.0,0.352660642570281,2.2775,0,1,0,0,0,0,1,0,0,0,1
10,49,166,166,49,0,0,0,0,0.0,0.9846289921591126,4.464799999999999,1,0,0,0,1,0,0,0,0,0,0
3,12,41,17,5,7,2,1,0,0.0,0.4049531459170012,2.183333333333333,0,1,0,0,1,0,0,0,0,0,1
5,15,53,29,9,6,4,2,0,0.0,0.352008032128514,3.105,1,0,0,0,0,1,0,0,0,0,1
15,56,193,167,49,7,6,0,0,0.0,0.6588052286847467,3.722333333333333,0,1,0,0,0,1,0,0,0,0,0
17,56,198,166,48,8,9,0,0,0.0,0.6533241436861106,3.3406470588235293,0,1,0,0,1,0,0,0,0,0,0
7,29,86,59,22,7,4,2,0,0.0,0.4374231620358986,3.208285714285714,1,0,0,0,1,0,0,0,0,0,0
1,4,10,0,0,4,0,0,0,0.0,0.0,1.7763568394002505e-15,0,1,0,0,1,0,0,0,0,0,1
3,12,41,13,5,7,3,2,0,0.0,0.2978580990629182,2.272333333333333,1,0,0,0,0,0,1,0,0,0,1
1,4,14,0,0,4,0,0,0,0.0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,1
5,21,68,40,14,7,3,1,1,1.0,0.6425702811244979,2.287000000000001,0,1,0,0,1,0,0,0,0,0,1
4,12,46,14,4,8,2,2,1,1.0,0.379016064257028,1.6332499999999994,1,0,0,0,1,0,0,0,0,0,1
13,60,207,170,50,10,6,2,0,0.0,1.0640601546532964,3.248846153846154,0,1,0,0,1,0,0,0,0,0,0
3,12,41,25,8,4,2,0,0,0.0,0.5789825970548862,2.5526666666666675,0,1,0,0,1,0,0,0,0,0,1
17,57,204,168,48,9,5,4,0,0.0,0.600772118521316,3.293058823529412,0,1,0,0,1,0,0,0,0,0,0
3,9,33,6,2,7,3,2,0,0.0,0.1606425702811244,1.7943333333333342,0,1,0,0,1,0,0,0,0,0,1
1,4,14,0,0,4,0,0,0,0.0,0.0,0.0249999999999991,0,1,0,0,1,0,0,0,0,0,1
5,20,64,13,6,14,3,3,2,2.0,0.3214859437751003,1.5546000000000002,1,0,0,0,1,0,0,0,0,0,1
2,8,25,13,5,3,0,0,0,0.0,0.4969879518072289,2.804000000000002,0,1,0,0,0,1,0,0,0,0,1
1,5,14,10,4,1,0,0,0,0.0,0.6024096385542168,3.6500000000000017,0,1,0,0,0,1,0,0,0,0,1
1,5,14,6,3,2,0,0,0,0.0,0.36144578313253,2.125000000000001,0,1,0,0,1,0,0,0,0,0,1
12,53,177,173,51,2,1,0,0,0.0,0.9190222288866866,4.278583333333334,1,0,0,0,0,0,0,0,1,0,0
1,4,14,0,0,4,0,0,0,0.0,0.0,3.552713678800501e-15,0,1,0,0,1,0,0,0,0,0,1
1,4,14,6,2,2,0,0,0,0.0,0.36144578313253,2.9749999999999983,0,1,0,0,0,1,0,0,0,0,1
11,46,163,163,46,0,0,0,0,0.0,0.9337541363143772,4.087833333333333,1,0,0,0,1,0,0,0,0,0,0
13,54,181,173,51,3,3,0,0,0.0,0.8485657967817374,3.677307692307693,1,0,0,0,0,0,1,0,0,0,0
6,30,87,79,28,2,2,0,0,0.0,0.7941767068273091,3.988000000000002,1,0,0,0,1,0,0,0,0,0,0
3,9,29,21,7,2,0,0,0,0.0,0.5271084337349398,1.991500000000001,0,1,0,0,1,0,0,0,0,0,1
1,4,14,3,1,3,0,0,0,0.0,0.180722891566265,1.5000000000000036,0,1,0,0,0,1,0,0,0,0,1
8,43,128,87,32,11,6,0,0,0.0,0.6339375358577165,3.4887500000000005,0,1,0,0,1,0,0,0,0,0,0
11,51,176,156,46,5,3,1,0,0.0,0.8890414076613419,3.4212727272727275,1,0,0,0,1,0,0,0,0,0,0
8,39,124,93,31,8,5,0,0,0.0,0.6639683734939759,3.4722500000000003,1,0,0,0,1,0,0,0,0,0,0
6,11,29,27,8,3,0,0,0,0.0,0.4335341365461847,1.760000000000001,0,1,0,0,1,0,0,0,0,0,0
2,9,29,21,7,2,0,0,0,0.0,0.7379518072289156,2.7125,0,1,0,0,0,1,0,0,0,0,1
5,15,53,21,7,8,2,2,0,0.0,0.3809236947791164,2.2684,0,1,0,0,1,0,0,0,0,0,1
15,61,211,136,42,19,10,4,2,1.0,0.5775047799144184,2.7596000000000003,1,0,0,0,0,0,1,0,0,0,1
1,4,14,0,0,4,0,0,0,0.0,0.0,3.108624468950439e-15,0,1,0,0,1,0,0,0,0,0,1
2,10,29,9,5,5,2,0,0,0.0,0.3162650602409638,2.2500000000000004,0,1,0,0,0,1,0,0,0,0,1
2,9,29,6,2,7,2,0,0,0.0,0.2710843373493975,1.3,1,0,0,0,1,0,0,0,0,0,1
1,4,14,0,0,4,0,0,0,1.0,0.0,1.525,0,1,0,0,1,0,0,0,0,0,1
1,5,14,0,0,5,0,0,0,0.0,0.0,1.7763568394002505e-15,0,1,0,0,0,1,0,0,0,0,1
3,11,37,21,7,4,1,1,0,0.0,0.5120481927710843,2.469333333333333,1,0,0,0,1,0,0,0,0,0,1
13,55,190,174,51,4,3,0,0,0.0,0.6883127813387312,3.8117692307692312,1,0,0,0,1,0,0,0,0,0,0
16,54,186,150,45,9,5,2,0,0.0,0.5275496027566811,3.3601875,0,0,1,0,1,0,0,0,0,0,0
3,10,33,9,4,6,2,2,0,0.0,0.2710843373493975,1.4473333333333336,1,0,0,0,0,1,0,0,0,0,1
14,54,191,163,47,7,4,2,0,0.0,0.6496306093982513,3.4565714285714284,1,0,0,0,1,0,0,0,0,0,0
6,31,101,90,28,3,3,0,0,0.0,0.8860441767068273,3.926333333333334,0,0,1,0,1,0,0,0,0,0,0
2,6,22,6,2,4,2,0,0,0.0,0.2710843373493975,1.475000000000002,1,0,0,0,1,0,0,0,0,0,1
3,13,45,17,6,7,3,1,0,0.0,0.4049531459170012,2.254,0,1,0,0,0,1,0,0,0,0,1
1,4,14,10,3,1,0,0,0,0.0,0.6024096385542168,3.675000000000004,0,1,0,0,0,1,0,0,0,0,1
1,4,14,0,0,4,0,0,0,0.0,0.0,3.552713678800501e-15,0,1,0,0,0,1,0,0,0,0,1
8,23,80,44,14,9,4,2,1,0.0,0.3925882099827882,3.18875,0,1,0,0,0,1,0,0,0,0,1
11,56,193,170,50,6,5,0,0,0.0,0.7932019301132115,3.803363636363637,1,0,0,0,1,0,0,0,0,0,0
12,55,188,160,48,7,6,1,0,0.0,0.6983607228336144,3.7119166666666654,1,0,0,0,1,0,0,0,0,0,0
1,4,14,0,0,4,0,0,0,0.0,0.0,0.1750000000000035,0,1,0,0,0,1,0,0,0,0,1
2,8,25,9,4,4,2,0,0,0.0,0.3162650602409638,2.4210000000000003,0,1,0,0,0,0,1,0,0,0,1
6,20,69,41,13,7,3,1,0,0.0,0.6228246318607763,2.7945,1,0,0,0,1,0,0,0,0,0,1
1,4,14,6,2,2,0,0,0,0.0,0.36144578313253,2.95,1,0,0,0,0,1,0,0,0,0,1
18,66,232,166,49,17,13,2,3,0.0,0.6188976590361541,3.0581111111111112,0,1,0,0,0,1,0,0,0,0,0
1,4,14,0,0,4,0,0,0,1.0,0.0,0.1750000000000017,1,0,0,0,1,0,0,0,0,0,1
13,52,174,164,49,3,2,0,0,0.0,0.6961359359413113,3.9014615384615374,0,1,0,0,1,0,0,0,0,0,0
1,5,14,0,0,5,0,0,0,0.0,0.0,0.35,0,1,0,0,0,1,0,0,0,0,1
14,50,180,111,33,17,9,5,0,0.0,0.4865631953626789,2.8747857142857143,0,1,0,0,0,1,0,0,0,0,0
6,28,88,72,22,6,1,0,0,0.0,0.7891566265060239,2.3910000000000022,0,1,0,0,0,0,1,0,0,0,0
3,12,33,29,11,1,1,0,0,0.0,0.5354752342704149,3.664333333333334,0,1,0,0,1,0,0,0,0,0,1
3,12,41,17,6,6,3,2,0,0.0,0.324631860776439,2.797333333333333,0,1,0,0,0,1,0,0,0,0,1
11,42,125,100,34,8,4,1,0,0.0,0.5479647831783647,3.3774545454545457,0,1,0,0,1,0,0,0,0,0,0
1,5,14,0,0,5,0,0,0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,1
6,22,76,40,13,9,4,2,0,0.0,0.430722891566265,2.3236666666666665,0,1,0,0,1,0,0,0,0,0,1
3,10,33,9,4,6,2,2,0,0.0,0.2710843373493975,2.1083333333333334,1,0,0,0,0,1,0,0,0,0,1
3,14,47,43,13,1,0,0,0,0.0,0.8801874163319946,3.550000000000001,0,1,0,0,1,0,0,0,0,0,1
4,12,43,13,4,8,2,2,1,1.0,0.2723393574297188,1.65625,0,0,1,0,0,0,1,0,0,0,1
1,4,14,14,4,0,0,0,0,0.0,0.8433734939759036,4.249999999999999,0,1,0,0,1,0,0,0,0,0,1
1,4,14,0,0,4,0,0,0,0.0,0.0,1.6,1,0,0,0,1,0,0,0,0,0,1
1,5,14,0,1,4,0,0,0,0.0,0.0,0.2000000000000035,1,0,0,0,0,0,1,0,0,0,1
3,10,33,13,5,5,2,1,0,0.0,0.4183400267737616,2.158333333333333,1,0,0,0,0,0,0,0,0,1,1
7,35,122,88,26,9,5,0,0,0.0,0.7389968035406934,3.235285714285715,1,0,0,0,1,0,0,0,0,0,0
2,9,33,13,4,5,2,0,0,0.0,0.3765060240963854,2.3750000000000018,1,0,0,0,1,0,0,0,0,0,1
4,15,57,29,8,7,4,0,0,0.0,0.4329819277108432,2.6095000000000006,0,1,0,0,0,1,0,0,0,0,0
1,4,14,3,1,3,0,0,0,1.0,0.180722891566265,2.225000000000004,0,1,0,0,0,1,0,0,0,0,1
9,43,127,64,23,20,8,4,1,1.0,0.6008743970591359,2.1650000000000005,1,0,0,0,0,1,0,0,0,0,1
1,4,14,0,0,4,0,0,0,0.0,0.0,0.2750000000000027,1,0,0,0,0,1,0,0,0,0,1
5,24,68,29,12,10,3,0,0,0.0,0.5206827309236947,2.523000000000001,0,1,0,0,0,1,0,0,0,0,1
20,70,250,173,51,19,12,6,2,0.0,0.470350852485117,2.9898,0,1,0,0,0,1,0,0,0,0,0
1,5,14,0,0,5,0,0,0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,1
8,37,120,111,33,3,1,0,0,0.0,0.8414909638554217,3.303750000000001,0,1,0,0,0,1,0,0,0,0,0
15,57,196,163,48,9,5,2,0,0.0,0.6848435255061761,3.750333333333333,1,0,0,0,0,0,1,0,0,0,0
3,11,41,13,4,7,2,1,1,1.0,0.3380187416331994,1.531666666666667,1,0,0,0,1,0,0,0,0,0,1
12,28,99,53,16,12,6,4,0,0.0,0.3563635856557542,1.9590833333333333,0,1,0,0,1,0,0,0,0,0,1
10,49,173,173,49,0,0,0,0,0.0,0.9962373302734748,4.1079,0,1,0,0,1,0,0,0,0,0,0
1,5,14,3,2,3,0,0,0,0.0,0.180722891566265,1.325,1,0,0,0,0,0,0,0,0,1,1
19,62,224,134,39,23,10,6,4,2.0,0.4810912157460645,2.839894736842105,0,1,0,0,1,0,0,0,0,0,0
3,12,41,21,7,5,2,1,0,0.0,0.5120481927710843,2.3443333333333336,0,1,0,0,1,0,0,0,0,0,1
1,4,14,0,0,4,0,0,0,1.0,0.0,1.3000000000000018,1,0,0,0,0,0,1,0,0,0,1
10,49,165,165,49,0,0,0,0,0.0,0.9350521132147638,4.1077,1,0,0,0,1,0,0,0,0,0,0
9,18,65,25,8,10,4,2,1,1.0,0.2901792354603599,1.4194444444444445,0,1,0,0,0,1,0,0,0,0,1
1,4,14,0,0,4,0,0,0,0.0,0.0,0.2999999999999991,0,1,0,0,0,1,0,0,0,0,1
11,36,127,88,25,11,5,2,0,0.0,0.5023492237347659,2.879545454545455,0,1,0,0,0,1,0,0,0,0,0
3,11,37,13,5,6,3,1,0,0.0,0.3380187416331994,2.341666666666667,1,0,0,0,1,0,0,0,0,0,1
8,23,72,38,13,10,4,1,0,0.0,0.4176297024834029,2.396,0,1,0,0,1,0,0,0,0,0,1
7,38,112,96,32,5,3,0,0,0.0,0.804483239078764,3.6921428571428576,0,1,0,0,0,0,1,0,0,0,0
2,9,28,17,6,3,1,0,0,0.0,0.5572289156626505,3.1875,1,0,0,0,0,1,0,0,0,0,1
1,5,14,14,5,0,0,0,0,0.0,0.8433734939759036,4.100000000000003,0,1,0,0,1,0,0,0,0,0,1
17,61,212,168,50,11,6,2,1,0.0,0.5770101837476874,3.471058823529412,0,1,0,0,1,0,0,0,0,0,0
2,9,30,14,5,4,2,0,0,0.0,0.3915662650602409,2.4624999999999995,1,0,0,0,1,0,0,0,0,0,1
3,14,37,10,4,10,2,0,0,0.0,0.3681392235609103,1.8390000000000009,0,1,0,0,1,0,0,0,0,0,1
5,22,77,69,20,2,1,0,0,0.0,0.875,3.192000000000002,0,1,0,0,0,1,0,0,0,0,0
4,13,46,18,6,7,2,2,0,0.0,0.3237951807228915,2.5,1,0,0,0,1,0,0,0,0,0,1
5,25,82,78,24,1,1,0,0,0.0,0.916867469879518,4.162000000000001,0,1,0,0,0,0,1,0,0,0,0
1,4,14,0,0,4,0,0,0,0.0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,1
2,8,25,6,3,5,1,0,0,0.0,0.2710843373493975,2.012500000000003,0,1,0,0,1,0,0,0,0,0,1
